"Month Day, Year Code",Avg Fine Particulate Matter (ľg/mł),Typical?
2005/11/28,15.96,0
2005/11/29,13.75,1
2005/11/30,19.22,0
2005/12/01,12.73,1
2005/12/02,11.28,1
2005/12/03,6.92,1
2005/12/04,16.48,0
2005/12/05,27.6,0
2005/12/06,28.87,0
2005/12/07,37.83,0
2005/12/08,40.65,0
2005/12/09,24.15,0
2005/12/10,34.2,0
2005/12/11,48.86,0
2005/12/12,33.25,0
2005/12/13,32.97,0
2005/12/14,50.8,0
2005/12/15,34.92,0
2005/12/16,31.82,0
2005/12/17,26.08,0
2005/12/18,12.89,1
2005/12/19,16.41,0
2005/12/20,17.41,0
2005/12/21,21.05,0
2005/12/22,14.69,1
2005/12/23,15.71,0
2005/12/24,14.53,1
2005/12/25,21.64,0
2005/12/26,12.08,1
2005/12/27,14.04,1
2005/12/28,13.98,1
2005/12/29,16.72,0
2005/12/30,14.03,1
2005/12/31,11.15,1
2006/01/01,7.19,1
2006/01/02,7.14,1
2006/01/03,7.49,1
2006/01/04,10.6,1
2006/01/05,13.28,1
2006/01/06,17.23,0
2006/01/07,11.51,1
2006/01/08,13.27,1
2006/01/09,14.82,1
2006/01/10,19.53,0
2006/01/11,16.84,0
2006/01/12,16.06,0
2006/01/13,27.91,0
2006/01/14,12.48,1
2006/01/15,6.37,1
2006/01/16,11.51,1
2006/01/17,16.47,0
2006/01/18,12.32,1
2006/01/19,10.1,1
2006/01/20,13.72,1
2006/01/21,14.53,1
2006/01/22,9.86,1
2006/01/23,10.42,1
2006/01/24,28.2,0
2006/01/25,21.19,0
2006/01/26,11.73,1
2006/01/27,10.14,1
2006/01/28,12.64,1
2006/01/29,15.79,0
2006/01/30,19.15,0
2006/01/31,14.13,1
2006/02/01,17.05,0
2006/02/02,9.66,1
2006/02/03,18.9,0
2006/02/04,19.61,0
2006/02/05,16.4,0
2006/02/06,12.68,1
2006/02/07,13.54,1
2006/02/08,22.25,0
2006/02/09,21.48,0
2006/02/10,24.39,0
2006/02/11,27.96,0
2006/02/12,17.94,0
2006/02/13,15.02,1
2006/02/14,12.47,1
2006/02/15,8.88,1
2006/02/16,9.7,1
2006/02/17,12.22,1
2006/02/18,11.43,1
2006/02/19,9.26,1
2006/02/20,14.13,1
2006/02/21,15.49,0
2006/02/22,15.52,0
2006/02/23,22.46,0
2006/02/24,22.71,0
2006/02/25,23.67,0
2006/02/26,19.17,0
2006/02/27,10.25,1
2006/02/28,4.15,1
2006/03/01,6.4,1
2006/03/02,6.7,1
2006/03/03,6.71,1
2006/03/04,6.91,1
2006/03/05,10.45,1
2006/03/06,8.95,1
2006/03/07,6.72,1
2006/03/08,7.64,1
2006/03/09,8.23,1
2006/03/10,4.68,1
2006/03/11,6.54,1
2006/03/12,7.53,1
2006/03/13,6.31,1
2006/03/14,7.15,1
2006/03/15,7.95,1
2006/03/16,8.14,1
2006/03/17,7.07,1
2006/03/18,4.67,1
2006/03/19,6.09,1
2006/03/20,7.16,1
2006/03/21,6.39,1
2006/03/22,10.66,1
2006/03/23,8.53,1
2006/03/24,9.29,1
2006/03/25,8.11,1
2006/03/26,7.08,1
2006/03/27,9.21,1
2006/03/28,4.78,1
2006/03/29,3.8,1
2006/03/30,5.33,1
2006/03/31,4.85,1
2006/04/01,6.37,1
2006/04/02,6.05,1
2006/04/03,5.17,1
2006/04/04,6.65,1
2006/04/05,3.1,0
2006/04/06,7.18,1
2006/04/07,5.54,1
2006/04/08,3.76,1
2006/04/09,5.21,1
2006/04/10,5.21,1
2006/04/11,3.44,1
2006/04/12,6.02,1
2006/04/13,4.86,1
2006/04/14,5.24,1
2006/04/15,4.25,1
2006/04/16,3.52,1
2006/04/17,3.92,1
2006/04/18,3.3,1
2006/04/19,6.14,1
2006/04/20,9.64,1
2006/04/21,9.58,1
2006/04/22,9.86,1
2006/04/23,6.05,1
2006/04/24,9.89,1
2006/04/25,8.8,1
2006/04/26,9.76,1
2006/04/27,9.87,1
2006/04/28,9.72,1
2006/04/29,9.42,1
2006/04/30,8.49,1
2006/05/01,11.7,1
2006/05/02,9.41,1
2006/05/03,13.05,1
2006/05/04,11.19,1
2006/05/05,10.15,1
2006/05/06,11.04,1
2006/05/07,8.93,1
2006/05/08,9.74,1
2006/05/09,9.17,1
2006/05/10,25.99,0
2006/05/11,12.29,1
2006/05/12,12.47,1
2006/05/13,12.52,1
2006/05/14,9.49,1
2006/05/15,13.76,1
2006/05/16,13.45,1
2006/05/17,11.93,1
2006/05/18,12.7,1
2006/05/19,9.82,1
2006/05/20,5.46,1
2006/05/21,7.4,1
2006/05/22,5.17,1
2006/05/23,5.19,1
2006/05/24,8.39,1
2006/05/25,7.83,1
2006/05/26,6.25,1
2006/05/27,5.1,1
2006/05/28,7.05,1
2006/05/29,5.46,1
2006/05/30,10.95,1
2006/05/31,9.74,1
2006/06/01,5.94,1
2006/06/02,12.1,1
2006/06/03,3.81,1
2006/06/04,6.28,1
2006/06/05,5.21,1
2006/06/06,8.38,1
2006/06/07,8.38,1
2006/06/08,8.29,1
2006/06/09,8.06,1
2006/06/10,8.08,1
2006/06/11,8.04,1
2006/06/12,7.58,1
2006/06/13,5.81,1
2006/06/14,6.94,1
2006/06/15,5.4,1
2006/06/16,6.88,1
2006/06/17,9.55,1
2006/06/18,14.91,1
2006/06/19,9.76,1
2006/06/20,9.95,1
2006/06/21,11.1,1
2006/06/22,9.94,1
2006/06/23,12.15,1
2006/06/24,12.42,1
2006/06/25,12.32,1
2006/06/26,14.13,1
2006/06/27,13.27,1
2006/06/28,9.54,1
2006/06/29,11.22,1
2006/06/30,9.98,1
2006/07/01,9.11,1
2006/07/02,11.29,1
2006/07/03,10.96,1
2006/07/04,11.51,1
2006/07/05,10.33,1
2006/07/06,7.72,1
2006/07/07,6.86,1
2006/07/08,12.1,1
2006/07/09,12.15,1
2006/07/10,8,1
2006/07/11,10.08,1
2006/07/12,5.72,1
2006/07/13,7.89,1
2006/07/14,11.3,1
2006/07/15,12.19,1
2006/07/16,9.64,1
2006/07/17,12.98,1
2006/07/18,15.23,0
2006/07/19,9.84,1
2006/07/20,13.38,1
2006/07/21,13.96,1
2006/07/22,10.2,1
2006/07/23,14.38,1
2006/07/24,16.88,0
2006/07/25,13.07,1
2006/07/26,11.03,1
2006/07/27,10.47,1
2006/07/28,7.57,1
2006/07/29,8.8,1
2006/07/30,5.48,1
2006/07/31,6.94,1
2006/08/01,9.42,1
2006/08/02,13.01,1
2006/08/03,11.88,1
2006/08/04,8.6,1
2006/08/05,7.84,1
2006/08/06,7.85,1
2006/08/07,8.11,1
2006/08/08,8.1,1
2006/08/09,9.15,1
2006/08/10,12.57,1
2006/08/11,8.73,1
2006/08/12,8.21,1
2006/08/13,8.03,1
2006/08/14,11.58,1
2006/08/15,7.86,1
2006/08/16,7.29,1
2006/08/17,8.09,1
2006/08/18,9.41,1
2006/08/19,12.96,1
2006/08/20,11.25,1
2006/08/21,9.22,1
2006/08/22,12.26,1
2006/08/23,11.1,1
2006/08/24,9.36,1
2006/08/25,8.5,1
2006/08/26,8.97,1
2006/08/27,7.93,1
2006/08/28,11.66,1
2006/08/29,9.56,1
2006/08/30,9.56,1
2006/08/31,12.33,1
2006/09/01,12.1,1
2006/09/02,9.98,1
2006/09/03,9.66,1
2006/09/04,9.28,1
2006/09/05,9.71,1
2006/09/06,13.77,1
2006/09/07,15.33,0
2006/09/08,11.1,1
2006/09/09,9,1
2006/09/10,6.81,1
2006/09/11,14.32,1
2006/09/12,20.32,0
2006/09/13,16.19,0
2006/09/14,10.5,1
2006/09/15,7.14,1
2006/09/16,7.18,1
2006/09/17,9.89,1
2006/09/18,11.69,1
2006/09/19,10.1,1
2006/09/20,8.41,1
2006/09/21,8.15,1
2006/09/22,10.92,1
2006/09/23,7.43,1
2006/09/24,9.27,1
2006/09/25,10.76,1
2006/09/26,12.3,1
2006/09/27,13.65,1
2006/09/28,15.46,0
2006/09/29,19.78,0
2006/09/30,14.19,1
2006/10/01,11.02,1
2006/10/02,7.04,1
2006/10/03,5.57,1
2006/10/04,7.22,1
2006/10/05,6.4,1
2006/10/06,10.63,1
2006/10/07,10.61,1
2006/10/08,8.73,1
2006/10/09,13.81,1
2006/10/10,9.86,1
2006/10/11,9.63,1
2006/10/12,10,1
2006/10/13,9.1,1
2006/10/14,8.19,1
2006/10/15,8.13,1
2006/10/16,5.05,1
2006/10/17,6.5,1
2006/10/18,6.38,1
2006/10/19,9.17,1
2006/10/20,10.04,1
2006/10/21,11.37,1
2006/10/22,12.86,1
2006/10/23,13.8,1
2006/10/24,14.22,1
2006/10/25,7.14,1
2006/10/26,9.11,1
2006/10/27,15.38,0
2006/10/28,16.19,0
2006/10/29,15.09,0
2006/10/30,9.36,1
2006/10/31,12.31,1
2006/11/01,19.36,0
2006/11/02,19.43,0
2006/11/03,16.09,0
2006/11/04,13,1
2006/11/05,12.64,1
2006/11/06,11.47,1
2006/11/07,7.5,1
2006/11/08,4.76,1
2006/11/09,6.71,1
2006/11/10,12.36,1
2006/11/11,8.01,1
2006/11/12,12.72,1
2006/11/13,11.62,1
2006/11/14,6.42,1
2006/11/15,17.54,0
2006/11/16,11.38,1
2006/11/17,14.16,1
2006/11/18,15.85,0
2006/11/19,20.84,0
2006/11/20,25,0
2006/11/21,16.71,0
2006/11/22,14.92,1
2006/11/23,7.36,1
2006/11/24,10.09,1
2006/11/25,17.39,0
2006/11/26,11.1,1
2006/11/27,7.05,1
2006/11/28,8.42,1
2006/11/29,7.18,1
2006/11/30,21.03,0
2006/12/01,16.59,0
2006/12/02,9.25,1
2006/12/03,32.64,0
2006/12/04,24.36,0
2006/12/05,37.31,0
2006/12/06,36.85,0
2006/12/07,27.18,0
2006/12/08,30.18,0
2006/12/09,5.61,1
2006/12/10,4.97,1
2006/12/11,8.56,1
2006/12/12,12.52,1
2006/12/13,12.74,1
2006/12/14,17.67,0
2006/12/15,12.73,1
2006/12/16,10.18,1
2006/12/17,13.6,1
2006/12/18,13.58,1
2006/12/19,27.05,0
2006/12/20,38.56,0
2006/12/21,31.52,0
2006/12/22,20.26,0
2006/12/23,23.33,0
2006/12/24,33.55,0
2006/12/25,41.07,0
2006/12/26,23.73,0
2006/12/27,6.74,1
2006/12/28,7.56,1
2006/12/29,20.85,0
2006/12/30,30.61,0
2006/12/31,31.5,0
2007/01/01,27.75,0
2007/01/02,43.27,0
2007/01/03,22.82,0
2007/01/04,8.83,1
2007/01/05,5.95,1
2007/01/06,10.61,1
2007/01/07,17.45,0
2007/01/08,19.65,0
2007/01/09,27.4,0
2007/01/10,15.9,0
2007/01/11,5.49,1
2007/01/12,9.69,1
2007/01/13,11.83,1
2007/01/14,17.57,0
2007/01/15,24.98,0
2007/01/16,29.68,0
2007/01/17,26.87,0
2007/01/18,20.39,0
2007/01/19,28.41,0
2007/01/20,29.49,0
2007/01/21,13.57,1
2007/01/22,41.85,0
2007/01/23,37.89,0
2007/01/24,29.9,0
2007/01/25,40.37,0
2007/01/26,36.14,0
2007/01/27,27.56,0
2007/01/28,28.07,0
2007/01/29,21.45,0
2007/01/30,15.75,0
2007/01/31,19.85,0
2007/02/01,23.13,0
2007/02/02,25.86,0
2007/02/03,33.82,0
2007/02/04,39.29,0
2007/02/05,26.72,0
2007/02/06,19.07,0
2007/02/07,15.22,0
2007/02/08,31.4,0
2007/02/09,14.04,1
2007/02/10,6.09,1
2007/02/11,4.42,1
2007/02/12,5.74,1
2007/02/13,6,1
2007/02/14,9.8,1
2007/02/15,10.93,1
2007/02/16,7.68,1
2007/02/17,7.24,1
2007/02/18,9.71,1
2007/02/19,5.4,1
2007/02/20,7.73,1
2007/02/21,3.58,1
2007/02/22,5.18,1
2007/02/23,3.61,1
2007/02/24,5.8,1
2007/02/25,5.8,1
2007/02/26,3.75,1
2007/02/27,2.65,0
2007/02/28,3.98,1
2007/03/01,6.77,1
2007/03/02,7.21,1
2007/03/03,9.08,1
2007/03/04,9.45,1
2007/03/05,10.98,1
2007/03/06,11.5,1
2007/03/07,8.39,1
2007/03/08,6.4,1
2007/03/09,7.46,1
2007/03/10,8.84,1
2007/03/11,8.95,1
2007/03/12,8.92,1
2007/03/13,8.88,1
2007/03/14,8.63,1
2007/03/15,11.32,1
2007/03/16,12.05,1
2007/03/17,11.37,1
2007/03/18,6.2,1
2007/03/19,6.22,1
2007/03/20,4.23,1
2007/03/21,4.71,1
2007/03/22,8.28,1
2007/03/23,9.24,1
2007/03/24,8.07,1
2007/03/25,5.89,1
2007/03/26,5.51,1
2007/03/27,2.71,0
2007/03/28,6.45,1
2007/03/29,6.88,1
2007/03/30,8.12,1
2007/03/31,8.38,1
2007/04/01,6.16,1
2007/04/02,6.44,1
2007/04/03,7.41,1
2007/04/04,11.44,1
2007/04/05,10.65,1
2007/04/06,8.99,1
2007/04/07,5.67,1
2007/04/08,4.07,1
2007/04/09,5.75,1
2007/04/10,4.94,1
2007/04/11,7.26,1
2007/04/12,5.95,1
2007/04/13,5.62,1
2007/04/14,6.59,1
2007/04/15,3.63,1
2007/04/16,5.97,1
2007/04/17,5.82,1
2007/04/18,4.43,1
2007/04/19,5.15,1
2007/04/20,4.71,1
2007/04/21,5.86,1
2007/04/22,3.87,1
2007/04/23,5.05,1
2007/04/24,4.16,1
2007/04/25,8,1
2007/04/26,7.62,1
2007/04/27,10.8,1
2007/04/28,11.93,1
2007/04/29,9.97,1
2007/04/30,7.99,1
2007/05/01,7.66,1
2007/05/02,5.26,1
2007/05/03,4.79,1
2007/05/04,3.54,1
2007/05/05,2.87,0
2007/05/06,4.86,1
2007/05/07,6.44,1
2007/05/08,7.4,1
2007/05/09,8.55,1
2007/05/10,6.71,1
2007/05/11,10.15,1
2007/05/12,8.04,1
2007/05/13,9.76,1
2007/05/14,8.75,1
2007/05/15,11.74,1
2007/05/16,12.81,1
2007/05/17,10.75,1
2007/05/18,8.7,1
2007/05/19,8.17,1
2007/05/20,9.53,1
2007/05/21,5.6,1
2007/05/22,4.31,1
2007/05/23,6.95,1
2007/05/24,8.97,1
2007/05/25,11.78,1
2007/05/26,8.89,1
2007/05/27,7.76,1
2007/05/28,7.39,1
2007/05/29,9.24,1
2007/05/30,8.7,1
2007/05/31,10.73,1
2007/06/01,11.13,1
2007/06/02,9.49,1
2007/06/03,10.05,1
2007/06/04,7.19,1
2007/06/05,6.21,1
2007/06/06,4.02,1
2007/06/07,5.76,1
2007/06/08,7.82,1
2007/06/09,8.18,1
2007/06/10,6.85,1
2007/06/11,7.2,1
2007/06/12,7.31,1
2007/06/13,8.38,1
2007/06/14,6.58,1
2007/06/15,7.56,1
2007/06/16,6.8,1
2007/06/17,7.66,1
2007/06/18,10.16,1
2007/06/19,11.28,1
2007/06/20,8.52,1
2007/06/21,8.75,1
2007/06/22,7.75,1
2007/06/23,7.91,1
2007/06/24,7.13,1
2007/06/25,7.92,1
2007/06/26,9.3,1
2007/06/27,9.65,1
2007/06/28,6.88,1
2007/06/29,5.1,1
2007/06/30,6.27,1
2007/07/01,6.63,1
2007/07/02,7.13,1
2007/07/03,9.17,1
2007/07/04,27.74,0
2007/07/05,12.82,1
2007/07/06,14.52,1
2007/07/07,9.8,1
2007/07/08,12.25,1
2007/07/09,13.35,1
2007/07/10,9.17,1
2007/07/11,7.1,1
2007/07/12,10.42,1
2007/07/13,5.8,1
2007/07/14,7.01,1
2007/07/15,7.19,1
2007/07/16,7.7,1
2007/07/17,6.82,1
2007/07/18,7.02,1
2007/07/19,5.54,1
2007/07/20,5.81,1
2007/07/21,5.79,1
2007/07/22,6.68,1
2007/07/23,6.39,1
2007/07/24,7.13,1
2007/07/25,6.76,1
2007/07/26,6.25,1
2007/07/27,10.19,1
2007/07/28,8.77,1
2007/07/29,5.64,1
2007/07/30,8.21,1
2007/07/31,8.46,1
2007/08/01,9.06,1
2007/08/02,10.05,1
2007/08/03,9.29,1
2007/08/04,7.59,1
2007/08/05,6.41,1
2007/08/06,6.8,1
2007/08/07,5.47,1
2007/08/08,7.69,1
2007/08/09,6.95,1
2007/08/10,7.37,1
2007/08/11,7.03,1
2007/08/12,6.97,1
2007/08/13,7.37,1
2007/08/14,6.98,1
2007/08/15,8.78,1
2007/08/16,7.18,1
2007/08/17,8.05,1
2007/08/18,6.77,1
2007/08/19,6.35,1
2007/08/20,8.78,1
2007/08/21,7.23,1
2007/08/22,9.65,1
2007/08/23,8.25,1
2007/08/24,9.61,1
2007/08/25,9.2,1
2007/08/26,7.26,1
2007/08/27,7.23,1
2007/08/28,7.26,1
2007/08/29,10.86,1
2007/08/30,10.32,1
2007/08/31,9.7,1
2007/09/01,6.83,1
2007/09/02,7.09,1
2007/09/03,5.58,1
2007/09/04,6.02,1
2007/09/05,10.18,1
2007/09/06,18.11,0
2007/09/07,9.54,1
2007/09/08,12.51,1
2007/09/09,11.27,1
2007/09/10,11.24,1
2007/09/11,11.6,1
2007/09/12,10.94,1
2007/09/13,8.08,1
2007/09/14,8.5,1
2007/09/15,6.17,1
2007/09/16,8.14,1
2007/09/17,7.1,1
2007/09/18,8.53,1
2007/09/19,6.6,1
2007/09/20,4.45,1
2007/09/21,6,1
2007/09/22,6.13,1
2007/09/23,5.07,1
2007/09/24,4.76,1
2007/09/25,7.81,1
2007/09/26,8.05,1
2007/09/27,8.78,1
2007/09/28,6.58,1
2007/09/29,4.82,1
2007/09/30,6.59,1
2007/10/01,5.51,1
2007/10/02,7.18,1
2007/10/03,6.3,1
2007/10/04,7.2,1
2007/10/05,3.82,1
2007/10/06,6.17,1
2007/10/07,6.16,1
2007/10/08,6.53,1
2007/10/09,5.81,1
2007/10/10,5.08,1
2007/10/11,7.41,1
2007/10/12,10,1
2007/10/13,7,1
2007/10/14,7.25,1
2007/10/15,8.52,1
2007/10/16,4.29,1
2007/10/17,4.77,1
2007/10/18,8.74,1
2007/10/19,6.21,1
2007/10/20,6.8,1
2007/10/21,5.71,1
2007/10/22,23.9,0
2007/10/23,28.52,0
2007/10/24,12.88,1
2007/10/25,20.71,0
2007/10/26,16.42,0
2007/10/27,19.94,0
2007/10/28,24.75,0
2007/10/29,16.64,0
2007/10/30,12.56,1
2007/10/31,14.3,1
2007/11/01,15.22,0
2007/11/02,12.2,1
2007/11/03,19.7,0
2007/11/04,20.85,0
2007/11/05,20.38,0
2007/11/06,25.64,0
2007/11/07,20.65,0
2007/11/08,14.73,1
2007/11/09,15.38,0
2007/11/10,14.92,1
2007/11/11,9,1
2007/11/12,10.31,1
2007/11/13,8.95,1
2007/11/14,9.36,1
2007/11/15,7.62,1
2007/11/16,11.12,1
2007/11/17,13.28,1
2007/11/18,14.01,1
2007/11/19,11.5,1
2007/11/20,12.4,1
2007/11/21,15.98,0
2007/11/22,17.16,0
2007/11/23,12.17,1
2007/11/24,18.38,0
2007/11/25,32.2,0
2007/11/26,23.98,0
2007/11/27,12.39,1
2007/11/28,8.2,1
2007/11/29,27.14,0
2007/11/30,9.61,1
2007/12/01,10.23,1
2007/12/02,5.97,1
2007/12/03,6.82,1
2007/12/04,12.4,1
2007/12/05,15.46,0
2007/12/06,13.8,1
2007/12/07,7.47,1
2007/12/08,6.63,1
2007/12/09,7.36,1
2007/12/10,10.87,1
2007/12/11,9.4,1
2007/12/12,13.94,1
2007/12/13,18.48,0
2007/12/14,26.07,0
2007/12/15,17.94,0
2007/12/16,21.39,0
2007/12/17,17.29,0
2007/12/18,8.16,1
2007/12/19,6.29,1
2007/12/20,6.89,1
2007/12/21,13.55,1
2007/12/22,17.9,0
2007/12/23,23.07,0
2007/12/24,16.97,0
2007/12/25,14.05,1
2007/12/26,15.89,0
2007/12/27,8.45,1
2007/12/28,14.07,1
2007/12/29,22.41,0
2007/12/30,17.19,0
2007/12/31,14.56,1
2008/01/01,18.55,0
2008/01/02,27.38,0
2008/01/03,11.42,1
2008/01/04,7.71,1
2008/01/05,4.75,1
2008/01/06,6.46,1
2008/01/07,5.1,1
2008/01/08,7.01,1
2008/01/09,12.7,1
2008/01/10,23.04,0
2008/01/11,19.84,0
2008/01/12,19.26,0
2008/01/13,11.45,1
2008/01/14,20.72,0
2008/01/15,22.56,0
2008/01/16,6.06,1
2008/01/17,12.12,1
2008/01/18,18.2,0
2008/01/19,21.77,0
2008/01/20,21.44,0
2008/01/21,6.67,1
2008/01/22,7.09,1
2008/01/23,6.97,1
2008/01/24,5.27,1
2008/01/25,5.31,1
2008/01/26,6.43,1
2008/01/27,4,1
2008/01/28,4.07,1
2008/01/29,6.68,1
2008/01/30,5.9,1
2008/01/31,7.16,1
2008/02/01,10.03,1
2008/02/02,8.49,1
2008/02/03,3.42,1
2008/02/04,6.18,1
2008/02/05,7.29,1
2008/02/06,12.15,1
2008/02/07,11.22,1
2008/02/08,11.63,1
2008/02/09,20.58,0
2008/02/10,17.27,0
2008/02/11,15.17,0
2008/02/12,11.59,1
2008/02/13,9.31,1
2008/02/14,5.39,1
2008/02/15,9.05,1
2008/02/16,16.39,0
2008/02/17,17.67,0
2008/02/18,14.79,1
2008/02/19,7.64,1
2008/02/20,9.69,1
2008/02/21,6.69,1
2008/02/22,3.72,1
2008/02/23,3.52,1
2008/02/24,3.63,1
2008/02/25,9.22,1
2008/02/26,9.18,1
2008/02/27,9.99,1
2008/02/28,9.92,1
2008/02/29,10.35,1
2008/03/01,6.46,1
2008/03/02,4.57,1
2008/03/03,7.16,1
2008/03/04,10.18,1
2008/03/05,9.75,1
2008/03/06,8.68,1
2008/03/07,10.4,1
2008/03/08,9.77,1
2008/03/09,7.32,1
2008/03/10,8.9,1
2008/03/11,5.57,1
2008/03/12,10.97,1
2008/03/13,5.14,1
2008/03/14,4.37,1
2008/03/15,6.63,1
2008/03/16,4.22,1
2008/03/17,9.4,1
2008/03/18,6.22,1
2008/03/19,8.45,1
2008/03/20,8.3,1
2008/03/21,8.76,1
2008/03/22,8.47,1
2008/03/23,8.83,1
2008/03/24,8.56,1
2008/03/25,4.94,1
2008/03/26,7.27,1
2008/03/27,4.72,1
2008/03/28,7.34,1
2008/03/29,4,1
2008/03/30,7.09,1
2008/03/31,6.41,1
2008/04/01,10.05,1
2008/04/02,9.81,1
2008/04/03,6.12,1
2008/04/04,7.99,1
2008/04/05,5.62,1
2008/04/06,5.27,1
2008/04/07,5.41,1
2008/04/08,7.09,1
2008/04/09,6.37,1
2008/04/10,5.87,1
2008/04/11,7.83,1
2008/04/12,8.31,1
2008/04/13,8.82,1
2008/04/14,7.46,1
2008/04/15,6.44,1
2008/04/16,7.04,1
2008/04/17,9.07,1
2008/04/18,9.51,1
2008/04/19,8.59,1
2008/04/20,7.31,1
2008/04/21,8,1
2008/04/22,9.87,1
2008/04/23,5.04,1
2008/04/24,5.49,1
2008/04/25,10.68,1
2008/04/26,9.79,1
2008/04/27,10.04,1
2008/04/28,6.48,1
2008/04/29,8.29,1
2008/04/30,6.38,1
2008/05/01,8.82,1
2008/05/02,14.12,1
2008/05/03,11.33,1
2008/05/04,12.89,1
2008/05/05,9.01,1
2008/05/06,9.97,1
2008/05/07,8.01,1
2008/05/08,8.76,1
2008/05/09,11.87,1
2008/05/10,10.17,1
2008/05/11,8.37,1
2008/05/12,8.68,1
2008/05/13,8.78,1
2008/05/14,9.03,1
2008/05/15,6.79,1
2008/05/16,10.8,1
2008/05/17,8.42,1
2008/05/18,7.17,1
2008/05/19,7.52,1
2008/05/20,9.92,1
2008/05/21,8.04,1
2008/05/22,11.61,1
2008/05/23,3.65,1
2008/05/24,6.86,1
2008/05/25,8.44,1
2008/05/26,10.72,1
2008/05/27,5.06,1
2008/05/28,5.4,1
2008/05/29,5.82,1
2008/05/30,6.11,1
2008/05/31,7.68,1
2008/06/01,5.83,1
2008/06/02,7.03,1
2008/06/03,6.32,1
2008/06/04,4.12,1
2008/06/05,6.3,1
2008/06/06,5.66,1
2008/06/07,6.99,1
2008/06/08,7.16,1
2008/06/09,5.42,1
2008/06/10,6,1
2008/06/11,6.44,1
2008/06/12,7.74,1
2008/06/13,10.89,1
2008/06/14,11.43,1
2008/06/15,9.17,1
2008/06/16,8.7,1
2008/06/17,9.12,1
2008/06/18,9.37,1
2008/06/19,9.78,1
2008/06/20,7.21,1
2008/06/21,10.09,1
2008/06/22,14.42,1
2008/06/23,34.48,0
2008/06/24,49.36,0
2008/06/25,45.19,0
2008/06/26,46.02,0
2008/06/27,49.48,0
2008/06/28,39.6,0
2008/06/29,18.14,0
2008/06/30,9.89,1
2008/07/01,14.45,1
2008/07/02,12.61,1
2008/07/03,7.05,1
2008/07/04,15.43,0
2008/07/05,18.29,0
2008/07/06,23.15,0
2008/07/07,40.28,0
2008/07/08,33.58,0
2008/07/09,46.82,0
2008/07/10,49.75,0
2008/07/11,25.18,0
2008/07/12,18.63,0
2008/07/13,17.74,0
2008/07/14,11.48,1
2008/07/15,12.86,1
2008/07/16,16.89,0
2008/07/17,12.19,1
2008/07/18,16.64,0
2008/07/19,33.48,0
2008/07/20,11.41,1
2008/07/21,9.89,1
2008/07/22,12.88,1
2008/07/23,16.36,0
2008/07/24,15.03,1
2008/07/25,24.59,0
2008/07/26,11.48,1
2008/07/27,8.89,1
2008/07/28,8.86,1
2008/07/29,8.39,1
2008/07/30,9.42,1
2008/07/31,8.18,1
2008/08/01,7.37,1
2008/08/02,7.87,1
2008/08/03,7.76,1
2008/08/04,7.56,1
2008/08/05,9.38,1
2008/08/06,8.35,1
2008/08/07,7.57,1
2008/08/08,7.62,1
2008/08/09,5.56,1
2008/08/10,6.42,1
2008/08/11,9.16,1
2008/08/12,13.44,1
2008/08/13,15.07,1
2008/08/14,17.08,0
2008/08/15,12.43,1
2008/08/16,10.63,1
2008/08/17,9.64,1
2008/08/18,7.8,1
2008/08/19,4.28,1
2008/08/20,4.78,1
2008/08/21,5.59,1
2008/08/22,6.13,1
2008/08/23,8.19,1
2008/08/24,9.97,1
2008/08/25,5.58,1
2008/08/26,9.17,1
2008/08/27,9.86,1
2008/08/28,7.87,1
2008/08/29,12.19,1
2008/08/30,8.23,1
2008/08/31,7.03,1
2008/09/01,7.39,1
2008/09/02,11.22,1
2008/09/03,8.15,1
2008/09/04,11.11,1
2008/09/05,10.95,1
2008/09/06,10.47,1
2008/09/07,11.52,1
2008/09/08,12.71,1
2008/09/09,8.55,1
2008/09/10,9.71,1
2008/09/11,10.77,1
2008/09/12,10.67,1
2008/09/13,12.66,1
2008/09/14,12.54,1
2008/09/15,10.88,1
2008/09/16,15.72,0
2008/09/17,11.14,1
2008/09/18,8.43,1
2008/09/19,7.74,1
2008/09/20,5.17,1
2008/09/21,5.32,1
2008/09/22,10.21,1
2008/09/23,12.59,1
2008/09/24,11.18,1
2008/09/25,14.02,1
2008/09/26,9.83,1
2008/09/27,8.12,1
2008/09/28,9.85,1
2008/09/29,11.34,1
2008/09/30,8.92,1
2008/10/01,7.76,1
2008/10/02,4.97,1
2008/10/03,4.92,1
2008/10/04,7.28,1
2008/10/05,7.86,1
2008/10/06,6.71,1
2008/10/07,7.75,1
2008/10/08,8.66,1
2008/10/09,7.18,1
2008/10/10,6.7,1
2008/10/11,6.64,1
2008/10/12,6.72,1
2008/10/13,8.23,1
2008/10/14,8.98,1
2008/10/15,9.58,1
2008/10/16,11.16,1
2008/10/17,11.79,1
2008/10/18,11.24,1
2008/10/19,10.65,1
2008/10/20,9.04,1
2008/10/21,7.18,1
2008/10/22,10.51,1
2008/10/23,11.2,1
2008/10/24,14.11,1
2008/10/25,15.06,1
2008/10/26,15.78,0
2008/10/27,13.12,1
2008/10/28,14.6,1
2008/10/29,16.29,0
2008/10/30,18.09,0
2008/10/31,10.16,1
2008/11/01,7.9,1
2008/11/02,4.43,1
2008/11/03,5.56,1
2008/11/04,5.59,1
2008/11/05,7.8,1
2008/11/06,5.34,1
2008/11/07,9.67,1
