datetime,city,state,country,shape,duration (hours/min),comments,date posted,longitude 
5/23/2011 10:32,laporte,in,us,circle,1 second,bright  circle shaped object near the sun looking south,5/29/2011,-86.7225
8/10/2002 21:30,cedar city,ut,us,light,10 sec,Bright Light from the heavens illuminated me like a spotlight&#44 dims and disappears,8/16/2002,-113.0611111
10/1/2013 22:10,white lake,mi,us,unknown,15 minutes,Two seperate objects far off&#44 with a white light that turned off an on every four or five minutes then disappeared.,10/3/2013,-83.5541667
7/11/2011 20:05,memphis,tn,us,cigar,20 mins and watching,We saw 6 separate objects flying different directions with and without airplanes and in different flight paths than the planes&#33,7/17/2011,-90.04888890000002
1/31/2006 04:50,jacksonville,fl,us,sphere,2-3 seconds,GLOWING GREEN SPHERE STREAKING ACROSS THE SKY,2/14/2006,-81.6558333
11/13/2010 12:03,highland,in,us,unknown,25 s,unexplained noise flying above house with no associated air traffic,11/21/2010,-87.39583329999998
6/20/2011 16:10,north hills,ca,nan,sphere,4:00,spherical shaped objected with something hanging and swinging from side to side,6/27/2011,-118.484936
7/2/2004 21:15,colton,ca,us,light,2 minutes,Faint red star orbits Saturn and flies rapid sawtooth pattern.,7/8/2004,-117.3127778
12/27/2004 01:30,bend,or,us,triangle,3 and one half minutes,I am an employee of the Oregon Dept. of Transportation. I possess a Bachelor of Science degree with  minors in Speech Communication and,5/24/2005,-121.31416670000002
5/15/2002 22:00,forty fort,pa,us,chevron,7 minutes,20 -25 chevron shaped&#44 lite blue objects flying in a &quot;v&quot; shape hi alt. and hi speed,6/12/2002,-75.87861109999999
9/21/2004 22:00,morehead,ky,us,oval,25 seconds,It seems to glow; it is globular in shape,10/27/2004,-83.4327778
11/12/2013 19:44,hillsville,va,us,sphere,20 minutes,Pulsating Sphere in the Southwest sky.  ((NUFORC Note:  Sighting of Venus&#44 we suspect.  PD)),11/20/2013,-80.735
12/1/2007 15:00,mayville,ny,us,teardrop,85 seconds,A tear shape object dancing in the air.,3/4/2008,-79.5047222
11/16/1999 19:12,hamilton (hanover twp),oh,us,fireball,1 min appx,A large fireball moving West to East in the Northern Sky at 1-2 o&#39clock was visible&#44 deteriorating rapidly in light intensity as if bur,11/17/1999,-84.56138890000003
11/12/2007 09:20,savannah,ga,us,circle,one half hour,Seven white round objects in the sky.,3/4/2008,-81.1
9/27/2012 22:30,keokuk,ia,us,other,2 seconds,See thru small aircraft looking object&#44 flying slow and low with no noise or lights,11/19/2012,-91.3847222
7/4/1997 21:45,lenzburg,il,us,light,3-5 seconds,Blue ball moving east to west lasting 3 -5 seconds then disappearing. Lit up surrounding area.,5/14/2002,-89.8172222
9/8/2012 23:30,point arena,ca,us,unknown,15 seconds,I went out to empty garbage&#44 two red lights flew south of me next to hill side . They moved maybe 70 miles per hour. They disappeared a,9/24/2012,-123.6919444
7/25/2007 21:00,fort morgan,al,us,light,10 minutes,Orange Glowing Unidentified objects over the Gulf seen by 4 different people at once,8/7/2007,-88.02305559999998
6/5/2006 23:30,tampa,fl,us,disk,5 minutes,Bayshore Blvd. flying disc.,6/9/2009,-82.45861109999998
10/15/1986 19:00,knoxville,tn,us,disk,25 minuites,Object traveld along side my car for a mile a close range.,9/9/2003,-83.9208333
4/29/1974 03:15,port everglades/fort lauderdale,fl,nan,unknown,6-7min,initial sighting indicating airliner on final approach for main runway,3/16/2000,-80.124664
8/2/2001 16:30,lexington,ky,us,other,30min,It was on the news WTVQ 36 ABC&#33&#33&#33,8/5/2001,-84.4777778
4/8/2010 22:45,brady,wa,us,light,8 minutes,I saw an unidentified bright light flying over us,4/13/2010,-123.5105556
4/10/2007 02:00,porsgrun (close to) (norway),nan,nan,triangle,2 min,Beings and a landed craft.,2/14/2010,9.655515
10/14/2008 10:00,hemet,ca,us,formation,10 minutes,Three poeple seen 25 to 50 star-like flying objects,10/31/2008,-116.9711111
6/30/1990 12:00,curitiba (brazil),nan,nan,cylinder,12 seconds,Tumbling silver trash can with black lids&#44 flawless.,2/4/2013,-49.265097
7/9/1999 22:35,mckenzie lake (canada),on,nan,circle,1 min.,Two bright slow flashing red lights over heavy woodland clearly visible from across the 1/2 mile lake. The two objects were completely,12/2/2000,-78.016667
3/8/2007 12:00,rockville,md,us,disk,4 minutes,Second sighting of oval/disk metallic object,4/27/2007,-77.1530556
9/5/1964 21:00,new york city (throggs neck bridge),ny,us,disk,1/2 hour,Lengthy observation of low flying&#44 large spacecraft hovering just above Throggs Neck Bridge: September&#44 1964,12/12/2009,-74.0063889
10/6/2012 22:10,st. charles,il,us,light,20 minutes,14-15 Red lights over Kane County near St. Charles&#44 Illinos.,10/30/2012,-88.3086111
6/23/2013 22:10,qu-appelle (canada),sk,nan,cigar,5 seconds,Cigar shaped UFO de-cloaked for five seconds above Qu-Appelle Saskatchewan Canada 06/23/2013 10:10pm,7/3/2013,-103.87767
5/1/2003 23:02,arizona city,az,us,egg,1min,On May 1&#44 2003 at approximately 2303 hours&#44 in the northwest sky&#44 I noticed what appeared to be a slow moving egg shaped star. It was m,5/9/2003,-111.6702778
5/26/2013 00:15,apopka,fl,us,disk,15 minutes,Green lit object with a red light spinning around object in late night sky,6/2/2013,-81.50972220000001
11/9/2006 05:00,canyon country,ca,us,other,45 mins,Bright white lights in &quot;Y&quot; shape moving around  in all directions  in the sky like nothing we have ever seen.,12/7/2006,-118.4711111
10/28/2013 21:30,longmeadow,ma,us,triangle,~5-7 minutes,triangle shaped craft hovering in Massachusetts.,11/11/2013,-72.58333329999998
5/30/2011 21:00,herriman,ut,us,fireball,5 mins,Orange &quot;flame&quot; light over Herriman&#44 UT,6/3/2011,-112.0322222
8/5/2004 22:00,eugene,or,us,chevron,4 seconds,Chevron shaped craft over Eugene dunno what it was,8/24/2004,-123.0855556
7/16/2013 22:45,state college,pa,us,fireball,10 minutes,As I sat in my room and contemplated how much school work I would have to do later I looked out the window and noticed a fiery object m,7/22/2013,-77.86027779999998
8/4/2007 20:30,baton rouge,la,us,fireball,7 minutes,Flaming Ball over Baton Rouge,8/14/2007,-91.1544444
10/8/2011 03:30,knoxville,tn,us,other,10 min.,4 UFOS,10/10/2011,-83.9208333
4/4/2009 00:25,manchester (uk/england),nan,gb,fireball,3 minutes,A fireball like object slowly moving across the sky. Twinkling colours around the edge. Then disapeared high up in the sky.,4/14/2009,-2.216667
6/2/2003 01:30,allison park,pa,us,sphere,45 seconds,UFO Seen In Allison Park&#44 PA along Rt.8,7/16/2003,-79.9588889
8/11/2008 02:30,coral springs,fl,us,unknown,2 hours,Something in the sky thats changing colors and in the same spot for at least two hours...just gets higher.,8/12/2008,-80.27083329999998
6/5/1980 01:00,darien,il,us,unknown,less the 2mins,I thought at first it might be a helecoper&#44 but there was no sound coming from it&#44 nothing,4/16/2005,-87.9738889
7/15/1974 22:30,new albany,in,us,triangle,1|30 min.,At 2230&#44 my father and I  saw a black triangular shaped object in the sky  with three lights&#44 one being green&#44 the other two were red.,1/28/1999,-85.8241667
12/7/2008 18:00,junction city,or,us,oval,5 mins,unknow object in sky no color or sound no running lights,1/10/2009,-123.2044444
11/19/2013 19:00,jeffersonville,in,us,sphere,7-8 minutes,10-12 bright orange spherical balls of light&#44 some turning away from others&#44 and one coming in close,12/2/2013,-85.7372222
8/17/2008 22:06,washington&#44 d.c.,dc,nan,egg,1 minute,(egg shaped) anomaly shooting a beam of light towards the ground?,10/31/2008,-77.036464
9/18/1975 17:00,monte alegre (para) (brazil),nan,nan,cigar,20 seconds,We were a bunch of kids playing soccer in front of my house in the afternoon. Sundly someone stoped the ball and pointed to the sky 100,9/28/2003,-54.07285
4/24/2013 20:33,tiberias (israel),nan,nan,circle,4 minutes,3 UFOs inTtiberias&#44 Israel.,5/15/2013,35.530973
2/16/2014 15:00,custer,wi,us,circle,10 seconds,Shimmering &quot;liquid-like-metallic&quot; disc.,2/21/2014,-89.42611109999999
11/2/2009 18:00,bainbridge island,wa,nan,flash,1 second,Flash of light followed by change in broadcast signals&#44 and then unmarked black helicopter with searchlight.,12/12/2009,-122.521245
12/25/2000 19:00,woodland,ca,us,fireball,7 min,two fireballs moving swiftly then just hovering in the sky too bright and big and steady for an airplane then disappeared.,1/3/2001,-121.7722222
11/16/1999 18:00,madison,wi,us,fireball,45 seconds,Very large fireball with trail arched silently from SE to E/NE.  Thought it was a plane crashing.  When it went over the horizon&#44 I wai,11/17/1999,-89.4011111
10/6/2005 21:30,lynchburg,va,us,triangle,45 seconds,Black Triangle&#44 Three White Lights&#44 What was that?,12/16/2005,-79.1425
1/22/2011 06:30,columbus,ga,us,teardrop,1 hour,Bright light over Ft. Benning&#33&#33&#33,1/31/2011,-84.98777779999998
12/22/2003 18:00,madison,wi,us,other,20 seconds,Shape -changing brown &quot;tarp&quot;,2/12/2004,-89.4011111
7/21/1997 22:20,nun&#39s island (canada),pq,nan,formation,8 seconds,Formation of silent&#44 pale round objects on top of cloud ceiling ( about 15% cloud cover).,12/2/2000,-73.547158
3/27/2008 22:00,fort atkinson,wi,us,formation,30 seconds,V formation seen twice in appr. 15 min. About 25-30 lights that disconnected at one point then rejoined.,4/17/2008,-88.83694440000002
8/10/2008 01:30,houston,tx,us,cigar,seconds,Extremely bright&#44 cigar shaped object in the night sky near down town Houston.,8/12/2008,-95.3630556
9/20/2008 23:45,south padre island,tx,us,light,30 seconds,light moving shape of cross over South Padre Island blackest part of night,8/5/2009,-97.1644444
4/16/2003 11:00,new york city (brooklyn),ny,us,disk,15 secs.,Invading Laguardia&#39s Air Space.,3/19/2009,-74.0063889
8/21/2013 22:00,staunton,va,us,light,10:33,4 lights traveling in a clockwise circle coming together at a central point&#44over and over again.  (NUFORC Note:  Adv. lights??  PD)),8/30/2013,-79.0719444
10/18/2009 22:00,bloemfontein (free state),nan,nan,circle,1 minute or so,I reside in the USA. My brother called me from South Africa trying to find out how he can report what he saw in the sky. It was a a cle,12/12/2009,26.216667
1/17/2014 17:10,elkford (canada),bc,nan,light,10 second,As the sun was setting about 4 finger widths above the sun in the west/southwest was what looked like a really bright star even though,1/24/2014,-114.92353
10/24/2004 23:30,pomeroy,oh,us,flash,1 minute,Flash in the sky  ((NUFORC Note:  Possible meteor.  PD)),11/2/2004,-82.03388890000002
8/25/2008 22:30,athens,ny,us,teardrop,1 hour,Bright moving light in Athens&#44 NY,10/31/2008,-73.81
12/13/2006 19:30,canton,il,us,fireball,20 minutes,Loud stationary craft that would grow  with what looked like fire and then it would drop a luminous &quot;pod&quot;,2/1/2007,-90.035
5/29/2002 18:50,addis ababa (ethiopia),nan,nan,flash,45 seconds,High altitude flashing light observed,6/12/2002,38.757761
4/18/2014 00:00,mt. pleasant,mi,us,egg,10 minutes,Bright lights power gone from car.,4/24/2014,-84.7675
3/5/2014 22:45,walnut creek,ca,us,light,2 minutes,Blue/Orange bright lights filled the sky.,3/18/2014,-122.0638889
2/26/2010 21:20,uk/england,nan,nan,disk,20-30 seconds,Clearly a saucer shaped&#44 rotating mechanical craft,8/19/2012,-1.17432
9/29/2012 20:30,buffalo,ny,us,unknown,3-5 minutes,6 orange reddish&#44 flashing lights&#44  slowly coming off the horizon joining in formation,10/30/2012,-78.87861109999999
1/5/2013 18:10,adachi-ku (tokyo) (japan),nan,nan,chevron,5 seconds,Two crescent shaped lightless soundless craft&#44 traveling at supersonic speeds over Tokyo.,2/4/2013,139.804479
5/11/2013 19:00,miami,fl,us,sphere,30 minutes,6 Dark Spheres hovering sky.,5/15/2013,-80.1938889
2/21/2000 23:30,pennien hills (uk/england),nan,nan,light,2 mins,the ship was flashing in red green and yellow sort of bobing up and down and side to side it was very fast thir was no sound,2/27/2000,-1.1295620000000002
7/2/2010 22:00,elgin,il,us,sphere,5 min,10  bright orange noiseless spheres flew over head in single file at intrevals of 10 to 15 seconds moving from S to N.,7/6/2010,-88.28111109999998
9/1/2013 22:15,everett,wa,us,light,1 minute?,Huge red glowing light east of Everett WA makes 90 degree turn and moves toward  Snohomish as seen by Ebey Island resident.,9/9/2013,-122.2008333
2/15/1980 22:00,hollister,ca,us,egg,10 minutes more or less,I was in High School just got out of late Basketball Practice.  My older brother came to pick me up and take me home.  It was late even,10/30/2006,-121.4005556
10/31/1999 20:00,auburn,ga,us,rectangle,5 minutes,We noticed a bright lime green colored object coming across the sky right above the tree tops.  It went slowly across the sky from nort,11/23/1999,-83.82777779999998
2/6/1997 16:45,mesa,az,us,triangle,3-4 seconds,In Mesa&#44 AZ&#44 I clearly saw a large triangular ship&#44 flying slowly---it turned / flew away at terrific speed.,3/31/2008,-111.8219444
9/25/1999 02:00,franklin,nc,us,circle,30m,Recently my mother and myself have witnesst a white light with red and blue lights flashing around it.We have witnesst it together and,11/20/2002,-83.3816667
6/1/1954 19:00,el cerrito,ca,us,light,5 minutes,It was a Sunday evening and must have been in November of Decemberme to Berkeley because it was dark and I needed to be in Berkeley for,8/5/2001,-122.3105556
