datetime,city,state,country,shape,duration (hours/min),comments,date posted,longitude 
11/5/2010 21:00,thousand oaks,ca,us,oval,30 seconds,I was wondering if anyone in Ventura count saw this craft.  At first&#44 I thought it was fireworks display and then a missile,11/21/2010,-118.8366667
8/31/2006 19:55,edina,mn,us,light,1 minute,High in the western sky on August  31st at 7:55 p.m. in Edina M.N. USA&#44 a star like object that was fixed in the sky dimmed &#44 split up&#44,10/30/2006,-93.3497222
6/30/1977 19:00,tuunajarvi (finlnd),nan,nan,light,1 minute,Light ball flew slowly over forest&#44 stopped and landed there,8/7/2007,22.263452
10/13/2011 21:00,surfside beach,sc,us,light,30 minutes,Amber lights over South Carolina coast,10/19/2011,-78.9733333
6/25/2001 21:30,fort myers,fl,us,cone,2 minutes,My husband and were taking a swim in our community pool after dark when we looked up and saw a object that looked like an upside down c,8/5/2001,-81.8725
11/3/2002 00:25,aloha,or,us,other,10-15 sec.,TWO SILENT ORANGE DIMOND SHAPE UFO&#39s STARTTLED MAN IN ALOHA OREGON,11/4/2002,-122.8658333
2/16/2013 20:00,fairlawn,oh,us,unknown,5 minutes,Red-orange lights over Ohio 18 / State Road.,2/18/2013,-81.61
7/20/1965 23:45,portland,or,us,disk,20 minutes,A football sized glowing orange saucer shaped object &#44 hovering completely still over head&#44 disappears into the horizon in a flash.,11/21/2010,-122.675
12/8/2012 21:30,weeki wachee,fl,us,fireball,20 minutes,15-20 orange bright lights moving slowly.,12/20/2012,-82.5730556
9/27/2008 03:30,city of rocks national reserve,id,nan,unknown,1-2 hours,Color changing light moving erratically just off the horizon in the distance.,10/31/2008,-113.70378
6/18/2012 00:00,enfield,ct,us,sphere,00:45,Odd bright yellow light in the sky with speed changes and changed directions&#44 emitted no sound at all,7/4/2012,-72.59222220000002
12/25/2000 01:00,el baul (venezuela),nan,nan,changing,a few secs,Object entered atmosphere and disappeared,5/24/2005,-68.301144
9/26/2000 21:00,edmonds,wa,us,flash,5 minutes,We saw a bright light leave the atmosphere and continue into space.,12/2/2000,-122.3761111
11/19/2010 19:00,berlin (assateague island),md,us,triangle,20 minutes,Three stationary lights in triangular pattern,1/5/2011,-75.2180556
11/15/2007 03:00,scranton/dunmore,pa,nan,disk,1-2 seconds,Extremly large and bright blue disc shaped object soared through sky leaving trail of light in Northeast Pennsylvania.,3/4/2008,-75.620837
8/23/2008 23:30,dyersburg,tn,us,unknown,1.5 hrs,Dyersburg Tenn.  Four distinct colored lights in the shape of a diamond. Stationary for over forty five minutes.  ((Star??)),10/31/2008,-89.3855556
4/4/2006 20:20,sioux falls,sd,us,unknown,1-3min,Unk light hovering for a moment then sped away,5/15/2006,-96.7
12/8/2012 06:15,des moines,ia,us,light,1-2 seconds,Fast moving silver light,12/20/2012,-93.6088889
4/2/2003 21:45,carlisle,pa,us,triangle,45 second,triangular Shaped craft light in each corner seen on 4/2/03 Carlisle PA  time 2145,4/22/2003,-77.1891667
6/14/2007 22:15,fort white,fl,us,unknown,30 seconds,North to South&#44 shooting star no change in mangnitude continued southbound,8/7/2007,-82.71388890000001
7/4/2003 23:59,ottawa (canada),on,ca,light,10 seconds,Same as my last report in June. Bluish white light&#44 shoots straigt up turns red-orange then gone. I checked with NASA thinking it may b,7/16/2003,-75.7
10/15/2009 20:30,quincy,fl,us,triangle,~6 mins,Triangular craft hovering over Quincy&#44 Fl,5/2/2011,-84.58333329999998
6/30/2012 10:00,turnersville,nj,us,fireball,10 minutes,Fireball like objects seen flying over south Jersey.,7/4/2012,-75.0516667
2/6/2001 03:30,valencia,ca,us,triangle,5 minutes,Did I witness a ufo at about 3;30am&#44 Feb. 6?,2/18/2001,-118.6086111
5/5/1980 18:00,livermore,ca,us,disk,5 minutes,3 people clearly see large saucer shaped object 1/2 mile away,5/29/2011,-121.7669444
8/14/2012 20:31,la porte,in,nan,unknown,1:31,Strobing light,8/19/2012,-86.722719
1/8/2012 20:45,bridgeport,ct,us,fireball,15-20 mins,Four fire balls one catching up to another and smelled like fire in the air&#44 which seems impossible seeing the distance they appear to,1/12/2012,-73.20527779999998
12/4/2012 19:45,lake villa,il,us,triangle,seconds,BIG Triangle shape craft with red and yellow combined lights with no noise over north il,12/20/2012,-88.07388890000001
12/1/2009 00:45,bloomington,in,us,fireball,3 seconds,When driving&#44 a moderately large and bright fireball shaped object was seen falling from the sky.,12/12/2009,-86.52638890000001
4/4/2007 06:45,clearlake,ca,us,light,2min,A bright white light moving in a straight line light did not blink.,4/27/2007,-122.6252778
9/15/1957 23:00,tacoma,wa,us,disk,20 seconds,a large disk spacecraft the size of a Boeing 727 seen in the evening skies over Tacoma&#44 Wn.,3/2/2004,-122.44305559999998
8/6/2012 19:50,grove city,pa,us,light,5 minutes,Bright white light in small town pa.,8/19/2012,-80.08888890000001
8/9/1995 20:30,bournemouth (uk/england),nan,gb,sphere,8seconds,i was watching hallies comet one night when two orange coloured balls passed in front of me; they made  no noise and moved in unison; i,11/16/2002,-1.883333
6/18/2005 14:00,franklin square,ny,us,disk,20 min,Look I feel kind of crazy writing this: But this is what I saw&#33 I walked outside to smoke in my driveway. For some reason I looked up a,7/5/2005,-73.6763889
6/30/1985 21:30,unknown,az,nan,nan,1 hour,Alleged Drill or non-drilll for military base UFO approach,5/15/2013,-111.396242
11/12/2008 19:30,davis,ca,us,light,15 seconds,Green light in the sky,1/10/2009,-121.7394444
4/1/1967 21:00,tampa (18 miles of) ??,fl,nan,light,30-45 seconds,I WAS BORN IN 1951&#44SO I WAS 16 YEARS OLD AT THE TIME OF THE SIGHTING. I LIVED AND STILL LIVE ABOUT 5 MILES EAST OF LAKE THONOTOSASSA.I,4/1/2000,-82.457178
6/1/1998 10:00,ellensburg,wa,us,light,8 seconds,10/10/1998  Bright white light moving very fast,3/19/2009,-120.54666670000002
11/4/1995 23:45,alfalfa,or,us,nan,10 sec.,Young man (MUFON trainee) &amp; girlfriend witness a &quot;straight&#44 triangular beam of light&quot; projected down (?) from cloudy sky.,11/2/1999,-121.01583329999998
3/17/2004 18:00,aurora,co,us,other,2 minutes,Low&#44 hovering object that appeared to be an airplane&#44 but was too low and slow in the sky&#44 then disappeared.,3/23/2004,-104.8313889
4/3/1998 18:45,fairfax (gmu campus),va,us,oval,5-10 seconds,Observed bright object moving FAST.  Many others witnessed the event on George Mason University campus while we were waiting to enter t,1/28/1999,-77.30666670000002
7/15/1987 21:00,lakeville,ct,us,chevron,45 mins,The wife and I were driving home when we saw in the west a &quot;V&quot; shaped pattern of lights flying north. It then made a 180 deg turn to th,1/28/1999,-73.4405556
10/16/2006 18:40,puyallup,wa,us,light,1:00,extreme bright light,10/30/2006,-122.2916667
8/18/2011 19:00,kalamazoo,mi,us,light,2 hours,glowing orbs in the sky,8/21/2011,-85.58722220000001
9/14/2010 23:58,fort gaines,ga,us,fireball,5 mins,bright orange ball,11/21/2010,-85.04722220000002
4/20/2003 15:00,phoenix,az,us,disk,a few minutes,UFO or not??,7/16/2003,-112.0733333
3/31/2014 18:32,topanga beach,ca,us,sphere,1 minute,Green-ish&#44blue-ish sphere coming out of a bigger light that appeared ou of nowhere &#8230;,4/11/2014,-118.5786111
10/13/2010 18:15,grandview,mo,us,chevron,5-10 seconds,V-shaped UFO with 5 glowing lights underneath was seen flying low and slow&#44 without much sound.,7/3/2013,-94.5327778
11/30/2006 12:17,ajo,az,us,light,15 minutes,Flying lights Over Garlic&#44 Arizona.,12/14/2006,-112.86
3/4/2006 20:00,madison heights,mi,us,triangle,10sec,03/03/06 madison hgts michigan 10 seconds fast moving triangle 03/04/06,3/11/2006,-83.1052778
6/1/1997 19:30,rolphton (canada),on,nan,flash,1 sec,1997 march 17th seen green light.. flash going towards ottawa.. three old ladies seen the same thing.. I went to bed and felt imprinted,1/31/2011,-77.507622
1/15/2010 23:35,yuma,az,us,light,15 seconds,Three white round lights morphed into two&#44 changed colors and then disappeared in the sky near Yuma&#44 AZ.,2/14/2010,-114.6236111
1/15/2011 22:43,burnsville,mn,us,oval,5 seconds,very fast.,1/31/2011,-93.2775
7/24/2002 00:30,albany,ny,us,fireball,5-10 seconds,An incredible bright white orb sped past at an anormous rate heading east.,8/16/2002,-73.7566667
6/15/2013 19:20,kitchener (canada),on,ca,sphere,5-10 minutes,Kitchener&#44 ON: 4 Black Orbs w/ Orange Lights; Hovering&#44 Interacting&#44 Moving as a unit&#44 no sound&#44 flew straight up,7/3/2013,-80.5
7/10/2010 23:00,state college,pa,us,light,9seconds,Bright light flies overhead and suddenly disappears,7/19/2010,-77.86027779999998
2/8/2001 19:44,wakefield (uk/england),nan,gb,cigar,30seconds,IT WAS BRIGHT GREEN&#44 WITH A ORANGE/YELLOW TAIL&#44 MOVING FROM EAST TO WEST&#44 DID NOT HEAR ANY SOUNDS FROM IT&#44 ALL HAPPEND IN A FEW SECONDS,2/18/2001,-1.483333
1/29/2009 19:30,gorman,tx,us,unknown,10 minutes,Orange lights Southwestern Sky&#44 Gorman Texas,3/19/2009,-98.6702778
3/27/1984 20:00,mettacahonts,ny,us,formation,20 minutes,Slow moving football-field sized object caused traffic jams on rural Rt. 209 from Ellenville to Marbletown NY.,2/14/2006,-74.2547222
7/4/1986 23:30,lincoln,ne,us,light,3 minutes,UFOs amused by July 4th fireworks over Lincoln&#44 NE?,5/11/2005,-96.6666667
8/12/2013 12:30,yucaipa,ca,us,circle,1/250 second,Caught circular object in photograph.,8/30/2013,-117.0422222
8/28/2010 20:16,el centro,ca,us,triangle,30 minutes,It would move slow and pause at times.,8/30/2010,-115.5622222
11/25/2011 21:00,waterbury,ct,us,fireball,15 min,At about 9 pm&#44 we observed a red-orange fireball moving slowly across the sky.,12/12/2011,-73.0519444
8/5/2009 17:00,santa cruz,ca,us,light,5 to 10 minutes,There were big&#44 bright lights flying in two formations.,8/27/2009,-122.0297222
6/30/2005 17:35,santa clara,ca,us,disk,2 min,Black disk shaped object  motionless observing airport  free falls and wobbles back up and vanishes.,9/2/2005,-121.95416670000002
2/4/2007 22:00,cole camp,mo,us,fireball,10-15 seconds,As several others here have reported on the evening of Feb 4&#44 2007 at approximately 10 P.M. an object was observed by myself and my wif,1/10/2009,-93.2025
5/21/2011 01:00,magnolia,nj,us,sphere,10 minutes,Bright Sphere,5/29/2011,-75.03944440000002
2/11/2008 23:00,nebraska city,ne,us,circle,10 minutes,Large UFO circular in shape with a crescent-like glow spotted for 10 mins&#44 1 mile west of Nebraska City.,2/14/2008,-95.8588889
6/30/2008 04:13,valley village,ca,nan,sphere,10sec.,I saw a ufo.,7/5/2008,-118.384178
9/9/1999 23:00,cozumel (mexico) and ocho rios (jamaica) (between),nan,nan,triangle,45 min,My husband and I&#44 while traveling on our honeymoon&#44 observed something strange following our ship just before midnight.,10/2/1999,-86.92234300000001
6/8/2010 21:00,tucson,az,us,formation,5 min,5 stationary blinking lights in a diagonal line&#44 NW Tucson,6/10/2010,-110.9258333
3/26/2005 23:14,palm desert,ca,us,triangle,30 seconds,Saw a perfect  symmetricalTriangle of three lights all connected by light beams in the North Sky.,5/11/2005,-116.3736111
2/4/2007 22:00,cole camp,mo,us,fireball,10-15 seconds,As several others here have reported on the evening of Feb 4&#44 2007 at approximately 10 P.M. an object was observed by myself and my wif,1/10/2009,-93.2025
1/27/2012 20:00,lufkin,tx,us,light,20 mins,Object hovering over defunct industrial factory,2/3/2012,-94.72888890000002
5/8/2012 22:30,clear lake,ia,us,cone,10 minutes,BLUE/GREEN/WHITE Flashing Lights - cone shaped in the Northwestern Sky in Northern Iowa.,5/13/2012,-93.3791667
9/27/2009 20:00,key west,fl,us,oval,5sec,One fire ball flying over the ocean in keywest for about 5 seconds then it vanished,2/14/2010,-81.78277779999998
7/11/2012 22:10,fairport,ny,us,fireball,10 minutes,4 red/orange lights/fireballs in sky over Fairport NY,8/5/2012,-77.4422222
4/9/2014 04:00,pittsburgh,pa,us,formation,2 minutes,Bright orange lights in formation.,4/18/2014,-79.9961111
6/24/2012 20:10,sparks,nv,us,sphere,4-10 minutes,ROUND  METALIC PULSATING BRIGHT OBJECT OVER WINGFIELD SPRINGS (SPARKS) THAT DISAPPEARED THEN REAPPEARED IN DIFFERENT SPOT,7/4/2012,-119.75166670000002
11/12/2000 17:00,kent (uk/england),nan,gb,triangle,10min,how it made me felt and were it was,12/2/2000,0.75
1/24/2010 19:40,tampa,fl,us,circle,5-6 minutes,Multi-colored illuminated circular object hovers near and crosses over busy interstate highway.,2/14/2010,-82.45861109999998
7/16/2011 22:30,south euclid,oh,us,sphere,7 minutes,9 Brilliant Fiery Orange Orbs Fly Across the Sky in a Straight Line followed by 4 More,8/7/2011,-81.51861109999999
5/26/2013 22:10,orem,ut,us,light,1 min,Spheres of red/orange lights in the sky,9/30/2013,-111.6938889
3/5/1998 22:45,pittsfield,me,us,formation,15 min,one large craft silver spinning and emitting a strange light.  three smaller fireball-like balls moving in random directions around the,1/28/1999,-69.3838889
4/2/2009 11:30,woodside,ny,us,oval,1 minute,I was standing on the platform of the 7 subway train in Woodside&#44 NY (61st / Woodside stop).  I&#39m about 15 mins by subway from NYC.  Th,4/14/2009,-73.9058333
3/18/2010 21:00,meridian,id,us,fireball,1 hour,looks like hundreds of lights in a circle and is moving slowly across the sky. It changes form and does not look like anything that is,4/13/2010,-116.39055559999998
